Малая Карпатская ул
Малая Каштановая аллея
Малая Митрофаньевская ул
Мариинская ул
Марьино
Мастеровой пер
Мгинская ул
Мельничная ул
Митрофаньевский туп
Митрофаньевское
Молодёжная ул
Моравский пер
Московское
Мостовая ул
Мурманское
реки Волковки наб
реки Оккервиль наб
Нагорная ул
Нарвский пр-кт
Народная ул
Новгородский пр-кт
Ново-Александровская ул
Ново-Нарвское
Ново-Рыбинская ул
Новобелицкая ул
Новоизмайловский пр-кт
Новоовсянниковская ул
Новорощинская ул
Областная ул
Огородная ул
Огородный пер
Озерковая ул
Октябрьская наб
Октябрьская ул
Окуловская ул
Ольгинское
Оранжерейная ул
Ораниенбаумский пр-кт
Ораниенбаумское
Охотничья ул
Парфёновская ул
Перевозная наб
Перекопская ул
Гастелло пер
Зайцева пер
Кшесинской пер
Матюшенко пер
Ногина пер
Слепушкина пер
Суворовцев пер
Челиева пер
Петербургская ул
Петергофский пер
Петергофское ш.
Плановая ул
Пловдивская ул
Конституции пл
Победы пл
Стачек пл
Чернышевского пл
Портовая ул
Поселковая ул
Пражская ул
Предпортовая ул
Прибрежная ул
Привокзальная ул
Прилукская ул
Пролетарская ул
Промышленная ул
Александровской Фермы пр-кт
Большевиков пр-кт
Ветеранов пр-кт
Героев пр-кт
Девятого Января пр-кт
Елизарова пр-кт
Космонавтов пр-кт
Кузнецова пр-кт
Маршала Жукова пр-кт
Народного Ополчения пр-кт
Пятилеток пр-кт
Славы пр-кт
Солидарности пр-кт
Стачек пр-кт
Строителей пр-кт
Юрия Гагарина пр-кт
Профсоюзная ул
Пулковская ул
Пулковское ш.
Рабочая ул
Рабфаковская ул
Разводная ул
Расстанная ул
Рижская ул
Ропшинское
Российская ул
Российский пр-кт
Рощинская ул
Русановская ул
Рыбацкий пр-кт
Рыбинская ул
Самсониевская ул
Санаторный пер
Санкт-Петербургский пр-кт
Санкт-Петербургское
Свеаборгская ул
Севастопольская ул
Северный пр
Сергиевская ул
Складская ул
Слободская ул
Смоленская ул
Собственный пр-кт
Советский пр-кт
Солнечная ул
Сортировочная-Московская ул
Социалистическая
Союзный пр-кт
Спортивная ул
Среднерогатская ул
Старообрядческая ул
Старорусский пр-кт
Столичная ул
Стрельбищенская ул
Счастливая ул
Сызранская ул
Таллинская ул
Таллинское
Тамбовская ул
Ташкентская ул
Тепловозная ул
Товарищеский пр-кт
Тосина ул
Тракторная ул
Трамвайный пр-кт
Троицкая ул
Турбинная ул
Тургеневский пер
2-й Луч ул
Аврова ул
Адмирала Коновалова ул
Адмирала Черокова ул
Антонова-Овсеенко ул
Бабушкина ул
Бадаева ул
Белоусова ул
Белы Куна ул
Белышева ул
Бехтерева ул
Богайчука ул
Большевиков ул
Братьев Горкушенко ул
Бурцева ул
Ванеева ул
Васи Алексеева ул
Возрождения ул
Войкова ул
Володарского ул
Володи Дубинина ул
Ворошилова ул
Галстяна ул
Гастелло ул
Генерала Симоняка ул
Герцена ул
Гладкова ул
Глеба Успенского ул
Гоголя ул
Грибакиных ул
Грибоедова ул
Громова ул
Губина ул
Дашкевича ул
Десантников ул
Джона Рида ул
Дзержинского ул
Димитрова ул
Дмитрия Устинова ул
Доблести ул
Добровольцев ул
Дудко ул
Дыбенко ул
Евдокима Огнева ул
Еремеева ул
Жарновецкого ул
Жоры Антоненко ул
Зайцева ул
Здоровцева ул
Зенитчиков ул
Зины Портновой ул
Зои Космодемьянской ул
Ивана Черных ул
Калинина ул
Каменка ул
Карла Маркса ул
Катерников ул
Кибальчича ул
Кирова ул
Книпович ул
Козлова ул
Коли Томчака ул
Коллонтай ул
Корнеева ул
Косинова ул
Костюшко ул
Котина ул
Красного Флота ул
Красных Зорь ул
Красуцкого ул
Кржижановского ул
Крупской ул
Крыленко ул
Крылова ул
Латышских Стрелков ул
Лёни Голикова ул
Ленсовета ул
Лётчика Пилютова ул
Макарова ул
Максима Горького ул
Маринеско ул
Маршала Говорова ул
Маршала Захарова ул
Маршала Казакова ул
Матросова ул
Метростроевцев ул
Мечникова ул
Морской Пехоты ул
Невзоровой ул
Нижняя Колония ул
Новосёлов ул
Новостроек ул
Олеко Дундича ул
Ольги Берггольц ул
Ольминского ул
Орджоникидзе ул
Отважных ул
Партизана Германа ул
Пинегина ул
Пионерстроя ул
Победы ул
Пограничника Гарькавого ул
Подводника Кузьмина ул
Подвойского ул
Полины Осипенко ул
Полярников ул
Попова ул
Примакова ул
Профессора Качалова ул
Путешественника Козлова ул
Решетникова ул
Рихарда Зорге ул
Розенштейна ул
Рубакина ул
Салова ул
Самойловой ул
Сафронова ул
Свердлова ул
Свободы ул
Связи ул
Севастьянова ул
Седова ул
Солдата Корзуна ул
Стойкости ул
Тамбасова ул
Танкиста Хрустицкого ул
Тельмана ул
Тимирязева ул
Типанова ул
Ткачей ул
Токарева ул
Трефолева ул
Труда ул
Турку ул
Урицкого ул
Федюнинского ул
Фрунзе ул
Фучика ул
Халтурина ул
Цимбалина ул
Чекистов ул
Червонного Казачества ул
Чернышевского ул
Чудновского ул
Шахматова ул
Швецова ул
Шелгунова ул
Шкапина ул
Шотмана ул
Щорса ул
Энгельса ул
Юты Бондаровской ул
Ярослава Гашека ул
Университетский пр-кт
Урюпин пер
Фарфоровская ул
Фарфоровский пост
Фаянсовая ул
Федеративная ул
Хасанская ул
Химический пер
Хрустальная ул
Царицынская ул
Чебышевская ул
Черниговская ул
Черниговский пер
Чичеринская ул
Швейцарская ул
Шипкинский пер
Широкая ул
Школьный пер
Шлиссельбургский пр-кт
Шлиссельбургское
Южное
Яковлевский пер
Бугры
_
Школьная ул.
Красногородская ул.
Новгородский пр-кт
Менделеева б-р.
Янино-1
_
Оранжевая ул.
Адмирала Трибуца ул
Юкковское ш.
_
Центральная ул.
Лисий Нос
_
Балтийский пр-т.
Менделеева б-р.
Австрийская ул.
Лагерная ул.
Инструментальщиков ул.
Бугры ул.
Даниила Хармса ул.
Энергетиков ул.
Кадетская линия ул.
Шувалова ул.
Арсенальная ул.
_
Венская ул.
Флотская ул.
Пушкинская ул.
Лесная ул.
Комсомольский канал ул
Центральная ул.
Набережная реки Карповки ул.
_
Авиаторов Балтики просп.
Областная ул.
Европейский просп.
Строителей просп.
Столичная ул.
Английская ул.
Шувалова ул.
Оборонная ул.
Спирина ул.
_
Халтурина ул.
_
Бронетанковая ул.
Привокзальная пл. ул.
Воронцовский б-р.
Уланская ул.
Шушары
_
_
Пушкин
_
Колпино
_
Всеволжск
_
_
_
Новое Девяткино
_
Ленинградская ул.
Центральная ул.
Адмирала Черокова ул.
Адмирала Коновалова ул.
Катерников ул.
Русановская ул.
Окуловская ул.
Вишерская ул.
_
Финляндская ул.
Ленина пр-кт
Пролетарская ул
Заводской пр-кт
Тверская ул
Загородная ул
Лагерное шоссе
Софийская ул
Анисимова ул
Губина ул
Ижорского Батальона ул
Колпинская ул
Комунны пл
Красная ул
Межевая ул
Московская ул
Оборонная ул
Первомайская ул
Правды ул
Балканская ул
Братьев Радченко ул
Возрождения ул
Железнодородная ул
Ивановская ул
Комунны ул
Красных Партизан ул
Октябрьская ул
Раумская ул
Вавилова ул
Вокзальная ул
Ижорская ул
Карла Маркса ул
Колпинсоке шоссе
Культуры ул
Металлургов ул
Новгородская ул
Понтонная ул
Ремизова ул
Севастьянова ул
Веры Слуцкой ул
Володарского ул
Косинова ул
Машиностроителей ул
Павловская ул
Промышленная ул
Саперный пер
Северная ул
Стахановская ул
Тазаева ул
Танкистов ул
Тосненский пер
Труда ул
Трудящихся б-р
Усть-Ижорское шоссе
Красносельское шоссе
Юковское шоссе
Чебышевская ул.
Богайчуйка ул.
